"","Mouse.gene.stable.ID","entrezgene_id.x","ensembl_gene_id","hgnc_symbol","description.x","baseMean","log2FoldChange","lfcSE","pvalue","padj","group","group_name","SRR9734446","SRR9734447","SRR9734448","SRR9734449","SRR9734450","SRR9734451","SRR9734452","SRR9734456","SRR9734457","SRR9734458","SRR9734459","SRR9734460","SRR9734461","SRR9734462","SRR9734463","SRR9734468","SRR9734469","SRR9734470","SRR9734471","SRR9734472","SRR9734473","SRR9734474","SRR9734475","entrezgene_id.y","mgi_symbol","description.y"
"20","ENSMUSG00000016349",1917,"ENSG00000101210","EEF1A2","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]",6.24754134191441,5.69557176777384,1.41737993448545,8.43901717965205e-07,1.95261317284589e-06,1,NA,1.18410660691916,3.90841035320128,3.18765204429889,1.13345685834,1.14404643997322,1.08206154791382,1.14503760613991,2.10788404801531,1.40815933620561,1.96486410375545,1.2703406089347,1.03599215527773,1.0334022104588,1.06024020839498,1.42458682267026,2.10320479760273,2.34906360025897,1.06104551070942,3.72084708221549,1.0708688661973,1.04144555063021,1.1768276043359,1.26753896920812,13628,"Eef1a2","eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]"
"21","ENSMUSG00000017412",785,"ENSG00000182389","CACNB4","calcium voltage-gated channel auxiliary subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:1404]",604.903475502662,-3.06448287015706,0.167229291645038,5.55773261016812e-76,1.75375018617348e-74,1,NA,6.68853840825111,7.07062020630378,7.09551302708408,10.0394083640205,9.59375259019527,9.98902103290298,9.89898856871194,6.31994244917458,7.68832424077067,7.37774303827602,7.73961276689055,9.80503001558041,9.88802423647434,9.83928535227208,9.6935077743164,7.21328056797134,6.65160483148837,7.41582390972862,6.35941885584731,9.58101316138507,10.3092845765791,9.70727390524331,10.1446001028501,12298,"Cacnb4","calcium channel, voltage-dependent, beta 4 subunit [Source:MGI Symbol;Acc:MGI:103301]"
"22","ENSMUSG00000018623",4316,"ENSG00000137673","MMP7","matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]",266.236438013828,9.49328545143363,0.621114170101071,1.38737751308015e-53,2.22945457286989e-52,1,NA,7.81085768229789,9.30658305293588,9.68809854952929,3.06133971199705,3.36738129691856,2.88831466109553,3.24064507551786,9.55665715911759,8.14286912633004,7.71219076365078,8.20185398006503,2.86039152089155,2.85133032934965,2.81474745287304,2.85846854132969,6.81259356783989,8.70359714681424,7.93667111660953,9.56249878453744,2.85060274320851,3.11089751159623,3.35242094860195,3.52200680843236,17393,"Mmp7","matrix metallopeptidase 7 [Source:MGI Symbol;Acc:MGI:103189]"
"23","ENSMUSG00000018916",1437,"ENSG00000164400","CSF2","colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]",3.59487935486641,7.90896003967541,2.6261799216141,1.99393877653367e-13,6.79699097494171e-13,1,NA,1.94241556795289,2.26440011495064,1.7757908237484,1.02037179667251,1.02738504157565,0.986975156692162,1.02804374716091,1.56776756733611,2.50522240898371,1.50147775580033,1.53522503150512,0.95796583499085,0.956361589139965,0.973123499369788,0.981327686810797,1.38941008644245,2.47515938458114,1.78499511590803,1.60638199483332,0.979845551116781,0.961353088615846,1.04937550428446,1.11237366434563,12981,"Csf2","colony stimulating factor 2 (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339752]"
"24","ENSMUSG00000019122",6368,"ENSG00000274736","CCL23","C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]",804.777136860416,5.10216060954386,0.208925751131751,1.96936330101651e-132,2.30653661780915e-130,1,NA,9.67858314020979,10.9941339623376,10.5312891160145,6.01116273176474,5.96030869042914,5.63736405217458,5.37978019162547,10.3050941293236,10.2785952890021,10.1559600656929,10.2146909893455,6.2886203485916,6.04903173760775,5.6367750975321,6.04520420561807,9.11575177986173,11.344972713556,10.5346917980654,10.4405265949638,6.26268621392069,6.08776920383032,5.5297965005288,5.84755185164228,20308,"Ccl9","chemokine (C-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:104533]"
"25","ENSMUSG00000019232",64850,"ENSG00000164089","ETNPPL","ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]",310.582515067127,-3.00139669442328,0.408139957200128,1.74318565440109e-14,6.2671556201419e-14,1,NA,6.81267847596726,5.10348568322883,4.54587365982281,9.40505267889298,8.64015926342039,7.06243164317068,9.06973336593805,4.71469600374753,7.44351897566889,5.0756636778561,6.74193420166614,8.60698033382236,9.27408081740472,8.65276655544588,8.87169815798505,6.13938123052773,6.03967651716861,6.57141600189154,5.51319552242365,8.62525709303468,7.50202675389255,9.65059294898025,9.37212600282755,71760,"Etnppl","ethanolamine phosphate phospholyase [Source:MGI Symbol;Acc:MGI:1919010]"
"26","ENSMUSG00000019767",80129,"ENSG00000120262","CCDC170","coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]",89.4032412386732,-3.44144982108479,0.335365526415031,8.35025747349033e-26,4.88994961488279e-25,1,NA,5.30542335588743,3.63527328727774,3.96277006257716,7.00369375377821,7.72584159017278,7.60452314790273,6.26695026435444,3.41052103133175,4.41822565246635,4.10612891628106,4.54839262736363,6.5701147410004,6.44620525589765,6.55413188673956,7.37014382971889,5.12467021539904,3.48106226254584,4.50805652921465,3.4598426763915,7.76591481532808,6.89738444902111,6.55201457637312,6.67956399703736,100504234,"Ccdc170","coiled-coil domain containing 170 [Source:MGI Symbol;Acc:MGI:2685067]"
"27","ENSMUSG00000019787",10345,"ENSG00000186439","TRDN","triadin [Source:HGNC Symbol;Acc:HGNC:12261]",14.6146119971438,-4.19059105846577,0.45921038516992,2.1114956338716e-20,9.99240209669625e-20,1,NA,2.27075716079643,2.41965540265085,2.12527254683333,4.37791100099461,4.1327293562861,4.2862961831109,4.42231314846671,2.29243238204446,2.60778725268602,2.36457918831028,2.53299863625204,2.9268537735093,3.50454055049343,4.83787398504257,4.31597296555848,2.35372750090944,2.16129864212165,2.35529581572634,2.24881900566568,3.45796529206076,4.58064426912479,4.30095863936215,3.90550563814413,76757,"Trdn","triadin [Source:MGI Symbol;Acc:MGI:1924007]"
"28","ENSMUSG00000019987",383,"ENSG00000118520","ARG1","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]",137.720565296232,5.78733680950464,0.398514970317975,2.92153826260341e-48,3.87604083196083e-47,1,NA,7.35306119551473,8.63015335622691,8.32397565585046,3.30016284567078,3.33708996655275,3.12189315890709,3.57847657756884,8.19433202651154,6.91729349131779,7.44307060013012,6.95715223570203,3.27942521062274,2.95340288652988,4.12700814684661,4.05624172369959,6.68851253856067,8.44066253935857,7.02925877683819,8.17172441060605,3.30721494747415,3.92577520955373,3.45213681893981,3.47047398000463,11846,"Arg1","arginase, liver [Source:MGI Symbol;Acc:MGI:88070]"
"29","ENSMUSG00000020051",5053,"ENSG00000171759","PAH","phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582]",22937.5838527015,-2.93693610838285,0.192571704574242,2.43714304790245e-53,3.89401643967205e-52,1,NA,12.9144573504864,11.5612802113455,11.5462887026328,15.054405635154,15.0608036490014,15.202190224751,15.2068316750909,11.8489468489815,12.8939641189683,12.4804908216473,12.8894152232027,14.9229537084394,14.9798923653137,15.2081280715785,14.998537974991,13.143486632055,11.9305306864612,12.6410621165801,11.6109943301349,14.6840768534394,15.4619355132028,15.4603819110369,15.2472841275105,18478,"Pah","phenylalanine hydroxylase [Source:MGI Symbol;Acc:MGI:97473]"
"30","ENSMUSG00000020081",6865,"ENSG00000075073","TACR2","tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]",1.55362861104218,5.63966185670621,1.17666541335497,0.000110308666266096,0.00021542442416989,1,NA,1.17144090443816,1.72767684838678,1.30741758432869,0.966912445608758,0.968531324922395,0.959538453862377,0.968684656827548,1.12103631783485,1.03183921637455,0.967674225288276,1.0386011456967,1.02307812068194,1.02224459259657,0.956637932114725,0.958344925165261,1.03113203773912,1.13266863947401,1.1606299393942,2.09752152821607,0.958034199734341,0.954243792314906,0.973771049836987,0.990227297630649,21337,"Tacr2","tachykinin receptor 2 [Source:MGI Symbol;Acc:MGI:98477]"
"31","ENSMUSG00000020226",6527,"ENSG00000100191","SLC5A4","solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]",5.68078667046436,-3.36129223023581,0.581990962553788,1.37200836715661e-09,3.79445828592757e-09,1,NA,1.78857669081308,1.58319847839405,1.68571071857166,2.6252623046536,2.16048033263379,2.04602073914616,3.06275070295401,1.52181683045894,1.48492361957227,1.55651322545557,1.80300902737515,3.17923711805766,2.05816705597656,2.51836188188347,3.00666663800695,1.89546639166783,1.8616896470141,1.63685079951432,1.43802579142759,2.12968783378139,2.95922570335334,2.89425266260166,2.08895120136778,64454,"Slc5a4b","solute carrier family 5 (neutral amino acid transporters, system A), member 4b [Source:MGI Symbol;Acc:MGI:1890478]"
"32","ENSMUSG00000020317",51298,"ENSG00000105549","THEG","theg spermatid protein [Source:HGNC Symbol;Acc:HGNC:13706]",1.06212883387762,-3.53179361387389,1.37380781548255,0.000187653119247147,0.000358846688621083,1,NA,-0.185056416615397,-0.189052658227338,-0.202636842261896,-0.196077772479342,0.112287255660389,-0.0650041255205501,0.240914627926179,-0.202592263773108,-0.210406965972156,-0.195017115837779,-0.206627053587753,0.383759064777899,0.0227215374382735,0.248344469324324,0.053410751048124,-0.210805578197545,-0.0432655279475125,-0.210664443733633,-0.21995692617553,0.161495687997571,-0.0858196572269602,-0.186681411120773,0.045706921710827,21830,"Theg","testicular haploid expressed gene [Source:MGI Symbol;Acc:MGI:1338756]"
"33","ENSMUSG00000020774",443,"ENSG00000108381","ASPA","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]",2986.90869784345,-2.91241154052022,0.237097546948041,1.09641323868237e-35,9.38754905245182e-35,1,NA,9.65031810368787,8.1594433223678,8.67119173740574,12.0437305587921,11.8610846728078,12.0333890562319,12.5296733818475,8.4299507189003,10.1914374408495,9.48715935427279,10.3532039417548,11.9612968085508,12.0131422359925,12.1000126210004,12.1600793931886,10.1427855320374,9.17407418588026,9.74456564868362,8.39238973136989,12.0667041030228,12.7005890257844,12.4610266175207,12.1038675327564,11484,"Aspa","aspartoacylase [Source:MGI Symbol;Acc:MGI:87914]"
"34","ENSMUSG00000020912",3859,"ENSG00000187242","KRT12","keratin 12 [Source:HGNC Symbol;Acc:HGNC:6414]",8.49546758731563,5.58061468263025,0.732401826502675,1.11736589519896e-18,4.88224719885562e-18,1,NA,2.95006739873085,2.58677965575533,2.89379764472035,1.96005453107428,1.79490132732056,1.71625473049315,1.79616887148877,3.73651701884481,3.52571968401571,3.606164822324,3.70401565565125,1.813202714118,1.65527215744095,1.84928649335165,1.70510638979432,3.30469057065705,3.34557757889903,3.25903620254219,3.65519468879657,1.70217341427201,1.82129517357174,1.83700809490433,1.95581994331336,268482,"Krt12","keratin 12 [Source:MGI Symbol;Acc:MGI:96687]"
"35","ENSMUSG00000021091",12,"ENSG00000196136","SERPINA3","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]",1297.78259938975,6.20128280259688,0.392724603780617,2.85071093228967e-57,5.17174005662725e-56,1,NA,9.76308211296556,11.9156794459067,11.4200997755704,6.33853833326639,5.06032860509712,4.82935455300004,5.11408521622737,11.8074862068989,11.2947241363628,11.466559022868,10.5651318055395,6.60996540826746,5.04804583046342,4.68454828405235,4.83602953622645,10.7164935084715,10.4870168095108,10.0500985961584,10.9951107841091,5.14977830801789,5.1517008010592,6.91584934754991,4.99753547867578,20716,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N [Source:MGI Symbol;Acc:MGI:105045]"
"36","ENSMUSG00000021135",6554,"ENSG00000100652","SLC10A1","solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]",311.831401972244,-4.95062749757812,0.615670639713253,4.36058472877909e-17,1.76647175121278e-16,1,NA,6.25504358611917,3.6818257263866,3.32765145778506,8.27887674625752,9.50430451389236,8.0728789008989,8.04306514727932,3.65780695840824,4.53314858688335,3.79789463113187,4.28340105423699,8.85568250116266,8.98208757070462,9.6401052480769,9.00571332269398,6.06937461915681,3.92620716377083,4.37079380368684,3.11264602247524,8.97661830861468,9.4762698862813,8.06144799314414,8.94873422347366,20493,"Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1 [Source:MGI Symbol;Acc:MGI:97379]"
"37","ENSMUSG00000021194",1113,"ENSG00000100604","CHGA","chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]",5.44214372469,7.36576896558412,0.457937716697864,8.41348909400782e-06,1.80876008602588e-05,1,NA,4.29684283634189,7.49479640296212,3.49083129734335,3.31534933992045,3.23780038973926,3.5762074092573,3.23848608189745,3.65770984136376,3.6871582786535,3.77034686306963,3.7196300567768,3.17107845850819,3.55486283221519,3.25561671011262,3.4555778649015,3.84112613607615,4.07691591633307,3.4952852221446,11.5944612341126,3.33116496245231,3.36324558351194,3.35522744888901,3.45183497046439,12652,"Chga","chromogranin A [Source:MGI Symbol;Acc:MGI:88394]"
